TIMESTAMP,POS_ID,BUS_ID,CAN_ID,DEVICE_ID,PETAL_ID,CTRL_ENABLED,DUTY_STATE,DUTY_DEFAULT_ON,DUTY_DEFAULT_OFF,N_DOTS,DOTS_X,DOTS_Y,DOTS_REL_BRIGHTNESS,FID_ID,NOTE
2017-01-31 20:23:02.301640,xxxx,0,0,-1,-1,True,0,15,0,4,[],[],[],P001, 
